Date,Jaar,Maand,MaandNr,WeekISO,Weekdag,IsWerkdag,WekenSindsStart
2025-09-08,2025,September,9,37,Monday,True,-54
2025-09-09,2025,September,9,37,Tuesday,True,-54
2025-09-10,2025,September,9,37,Wednesday,True,-54
2025-09-11,2025,September,9,37,Thursday,True,-54
2025-09-12,2025,September,9,37,Friday,True,-54
2025-09-13,2025,September,9,37,Saturday,False,-54
2025-09-14,2025,September,9,37,Sunday,False,-54
2025-09-15,2025,September,9,38,Monday,True,-53
2025-09-16,2025,September,9,38,Tuesday,True,-53
2025-09-17,2025,September,9,38,Wednesday,True,-53
2025-09-18,2025,September,9,38,Thursday,True,-53
2025-09-19,2025,September,9,38,Friday,True,-53
2025-09-20,2025,September,9,38,Saturday,False,-53
2025-09-21,2025,September,9,38,Sunday,False,-53
2025-09-22,2025,September,9,39,Monday,True,-52
2025-09-23,2025,September,9,39,Tuesday,True,-52
2025-09-24,2025,September,9,39,Wednesday,True,-52
2025-09-25,2025,September,9,39,Thursday,True,-52
2025-09-26,2025,September,9,39,Friday,True,-52
2025-09-27,2025,September,9,39,Saturday,False,-52
2025-09-28,2025,September,9,39,Sunday,False,-52
2025-09-29,2025,September,9,40,Monday,True,-51
2025-09-30,2025,September,9,40,Tuesday,True,-51
2025-10-01,2025,October,10,40,Wednesday,True,-51
2025-10-02,2025,October,10,40,Thursday,True,-51
2025-10-03,2025,October,10,40,Friday,True,-51
2025-10-04,2025,October,10,40,Saturday,False,-51
2025-10-05,2025,October,10,40,Sunday,False,-51
2025-10-06,2025,October,10,41,Monday,True,-50
2025-10-07,2025,October,10,41,Tuesday,True,-50
2025-10-08,2025,October,10,41,Wednesday,True,-50
2025-10-09,2025,October,10,41,Thursday,True,-50
2025-10-10,2025,October,10,41,Friday,True,-50
2025-10-11,2025,October,10,41,Saturday,False,-50
2025-10-12,2025,October,10,41,Sunday,False,-50
2025-10-13,2025,October,10,42,Monday,True,-49
2025-10-14,2025,October,10,42,Tuesday,True,-49
2025-10-15,2025,October,10,42,Wednesday,True,-49
2025-10-16,2025,October,10,42,Thursday,True,-49
2025-10-17,2025,October,10,42,Friday,True,-49
2025-10-18,2025,October,10,42,Saturday,False,-49
2025-10-19,2025,October,10,42,Sunday,False,-49
2025-10-20,2025,October,10,43,Monday,True,-48
2025-10-21,2025,October,10,43,Tuesday,True,-48
2025-10-22,2025,October,10,43,Wednesday,True,-48
2025-10-23,2025,October,10,43,Thursday,True,-48
2025-10-24,2025,October,10,43,Friday,True,-48
2025-10-25,2025,October,10,43,Saturday,False,-48
2025-10-26,2025,October,10,43,Sunday,False,-48
2025-10-27,2025,October,10,44,Monday,True,-47
2025-10-28,2025,October,10,44,Tuesday,True,-47
2025-10-29,2025,October,10,44,Wednesday,True,-47
2025-10-30,2025,October,10,44,Thursday,True,-47
2025-10-31,2025,October,10,44,Friday,True,-47
2025-11-01,2025,November,11,44,Saturday,False,-47
2025-11-02,2025,November,11,44,Sunday,False,-47
2025-11-03,2025,November,11,45,Monday,True,-46
2025-11-04,2025,November,11,45,Tuesday,True,-46
2025-11-05,2025,November,11,45,Wednesday,True,-46
2025-11-06,2025,November,11,45,Thursday,True,-46
2025-11-07,2025,November,11,45,Friday,True,-46
2025-11-08,2025,November,11,45,Saturday,False,-46
2025-11-09,2025,November,11,45,Sunday,False,-46
2025-11-10,2025,November,11,46,Monday,True,-45
2025-11-11,2025,November,11,46,Tuesday,True,-45
2025-11-12,2025,November,11,46,Wednesday,True,-45
2025-11-13,2025,November,11,46,Thursday,True,-45
2025-11-14,2025,November,11,46,Friday,True,-45
2025-11-15,2025,November,11,46,Saturday,False,-45
2025-11-16,2025,November,11,46,Sunday,False,-45
2025-11-17,2025,November,11,47,Monday,True,-44
2025-11-18,2025,November,11,47,Tuesday,True,-44
2025-11-19,2025,November,11,47,Wednesday,True,-44
2025-11-20,2025,November,11,47,Thursday,True,-44
2025-11-21,2025,November,11,47,Friday,True,-44
2025-11-22,2025,November,11,47,Saturday,False,-44
2025-11-23,2025,November,11,47,Sunday,False,-44
2025-11-24,2025,November,11,48,Monday,True,-43
2025-11-25,2025,November,11,48,Tuesday,True,-43
2025-11-26,2025,November,11,48,Wednesday,True,-43
2025-11-27,2025,November,11,48,Thursday,True,-43
2025-11-28,2025,November,11,48,Friday,True,-43
2025-11-29,2025,November,11,48,Saturday,False,-43
2025-11-30,2025,November,11,48,Sunday,False,-43
2025-12-01,2025,December,12,49,Monday,True,-42
2025-12-02,2025,December,12,49,Tuesday,True,-42
2025-12-03,2025,December,12,49,Wednesday,True,-42
2025-12-04,2025,December,12,49,Thursday,True,-42
2025-12-05,2025,December,12,49,Friday,True,-42
2025-12-06,2025,December,12,49,Saturday,False,-42
2025-12-07,2025,December,12,49,Sunday,False,-42
2025-12-08,2025,December,12,50,Monday,True,-41
2025-12-09,2025,December,12,50,Tuesday,True,-41
2025-12-10,2025,December,12,50,Wednesday,True,-41
2025-12-11,2025,December,12,50,Thursday,True,-41
2025-12-12,2025,December,12,50,Friday,True,-41
2025-12-13,2025,December,12,50,Saturday,False,-41
2025-12-14,2025,December,12,50,Sunday,False,-41
2025-12-15,2025,December,12,51,Monday,True,-40
2025-12-16,2025,December,12,51,Tuesday,True,-40
2025-12-17,2025,December,12,51,Wednesday,True,-40
2025-12-18,2025,December,12,51,Thursday,True,-40
2025-12-19,2025,December,12,51,Friday,True,-40
2025-12-20,2025,December,12,51,Saturday,False,-40
2025-12-21,2025,December,12,51,Sunday,False,-40
2025-12-22,2025,December,12,52,Monday,True,-39
2025-12-23,2025,December,12,52,Tuesday,True,-39
2025-12-24,2025,December,12,52,Wednesday,True,-39
2025-12-25,2025,December,12,52,Thursday,True,-39
2025-12-26,2025,December,12,52,Friday,True,-39
2025-12-27,2025,December,12,52,Saturday,False,-39
2025-12-28,2025,December,12,52,Sunday,False,-39
2025-12-29,2025,December,12,1,Monday,True,-38
2025-12-30,2025,December,12,1,Tuesday,True,-38
2025-12-31,2025,December,12,1,Wednesday,True,-38
2026-01-01,2026,January,1,1,Thursday,True,-38
2026-01-02,2026,January,1,1,Friday,True,-38
2026-01-03,2026,January,1,1,Saturday,False,-38
2026-01-04,2026,January,1,1,Sunday,False,-38
2026-01-05,2026,January,1,2,Monday,True,-37
2026-01-06,2026,January,1,2,Tuesday,True,-37
2026-01-07,2026,January,1,2,Wednesday,True,-37
2026-01-08,2026,January,1,2,Thursday,True,-37
2026-01-09,2026,January,1,2,Friday,True,-37
2026-01-10,2026,January,1,2,Saturday,False,-37
2026-01-11,2026,January,1,2,Sunday,False,-37
2026-01-12,2026,January,1,3,Monday,True,-36
2026-01-13,2026,January,1,3,Tuesday,True,-36
2026-01-14,2026,January,1,3,Wednesday,True,-36
2026-01-15,2026,January,1,3,Thursday,True,-36
2026-01-16,2026,January,1,3,Friday,True,-36
2026-01-17,2026,January,1,3,Saturday,False,-36
2026-01-18,2026,January,1,3,Sunday,False,-36
2026-01-19,2026,January,1,4,Monday,True,-35
2026-01-20,2026,January,1,4,Tuesday,True,-35
2026-01-21,2026,January,1,4,Wednesday,True,-35
2026-01-22,2026,January,1,4,Thursday,True,-35
2026-01-23,2026,January,1,4,Friday,True,-35
2026-01-24,2026,January,1,4,Saturday,False,-35
2026-01-25,2026,January,1,4,Sunday,False,-35
2026-01-26,2026,January,1,5,Monday,True,-34
2026-01-27,2026,January,1,5,Tuesday,True,-34
2026-01-28,2026,January,1,5,Wednesday,True,-34
2026-01-29,2026,January,1,5,Thursday,True,-34
2026-01-30,2026,January,1,5,Friday,True,-34
2026-01-31,2026,January,1,5,Saturday,False,-34
2026-02-01,2026,February,2,5,Sunday,False,-34
2026-02-02,2026,February,2,6,Monday,True,-33
2026-02-03,2026,February,2,6,Tuesday,True,-33
2026-02-04,2026,February,2,6,Wednesday,True,-33
2026-02-05,2026,February,2,6,Thursday,True,-33
2026-02-06,2026,February,2,6,Friday,True,-33
2026-02-07,2026,February,2,6,Saturday,False,-33
2026-02-08,2026,February,2,6,Sunday,False,-33
2026-02-09,2026,February,2,7,Monday,True,-32
2026-02-10,2026,February,2,7,Tuesday,True,-32
2026-02-11,2026,February,2,7,Wednesday,True,-32
2026-02-12,2026,February,2,7,Thursday,True,-32
2026-02-13,2026,February,2,7,Friday,True,-32
2026-02-14,2026,February,2,7,Saturday,False,-32
2026-02-15,2026,February,2,7,Sunday,False,-32
2026-02-16,2026,February,2,8,Monday,True,-31
2026-02-17,2026,February,2,8,Tuesday,True,-31
2026-02-18,2026,February,2,8,Wednesday,True,-31
2026-02-19,2026,February,2,8,Thursday,True,-31
2026-02-20,2026,February,2,8,Friday,True,-31
2026-02-21,2026,February,2,8,Saturday,False,-31
2026-02-22,2026,February,2,8,Sunday,False,-31
2026-02-23,2026,February,2,9,Monday,True,-30
2026-02-24,2026,February,2,9,Tuesday,True,-30
2026-02-25,2026,February,2,9,Wednesday,True,-30
2026-02-26,2026,February,2,9,Thursday,True,-30
2026-02-27,2026,February,2,9,Friday,True,-30
2026-02-28,2026,February,2,9,Saturday,False,-30
2026-03-01,2026,March,3,9,Sunday,False,-30
2026-03-02,2026,March,3,10,Monday,True,-29
2026-03-03,2026,March,3,10,Tuesday,True,-29
2026-03-04,2026,March,3,10,Wednesday,True,-29
2026-03-05,2026,March,3,10,Thursday,True,-29
2026-03-06,2026,March,3,10,Friday,True,-29
2026-03-07,2026,March,3,10,Saturday,False,-29
2026-03-08,2026,March,3,10,Sunday,False,-29
2026-03-09,2026,March,3,11,Monday,True,-28
2026-03-10,2026,March,3,11,Tuesday,True,-28
2026-03-11,2026,March,3,11,Wednesday,True,-28
2026-03-12,2026,March,3,11,Thursday,True,-28
2026-03-13,2026,March,3,11,Friday,True,-28
2026-03-14,2026,March,3,11,Saturday,False,-28
2026-03-15,2026,March,3,11,Sunday,False,-28
2026-03-16,2026,March,3,12,Monday,True,-27
2026-03-17,2026,March,3,12,Tuesday,True,-27
2026-03-18,2026,March,3,12,Wednesday,True,-27
2026-03-19,2026,March,3,12,Thursday,True,-27
2026-03-20,2026,March,3,12,Friday,True,-27
2026-03-21,2026,March,3,12,Saturday,False,-27
2026-03-22,2026,March,3,12,Sunday,False,-27
2026-03-23,2026,March,3,13,Monday,True,-26
2026-03-24,2026,March,3,13,Tuesday,True,-26
2026-03-25,2026,March,3,13,Wednesday,True,-26
2026-03-26,2026,March,3,13,Thursday,True,-26
2026-03-27,2026,March,3,13,Friday,True,-26
2026-03-28,2026,March,3,13,Saturday,False,-26
2026-03-29,2026,March,3,13,Sunday,False,-26
2026-03-30,2026,March,3,14,Monday,True,-25
2026-03-31,2026,March,3,14,Tuesday,True,-25
2026-04-01,2026,April,4,14,Wednesday,True,-25
2026-04-02,2026,April,4,14,Thursday,True,-25
2026-04-03,2026,April,4,14,Friday,True,-25
2026-04-04,2026,April,4,14,Saturday,False,-25
2026-04-05,2026,April,4,14,Sunday,False,-25
2026-04-06,2026,April,4,15,Monday,True,-24
2026-04-07,2026,April,4,15,Tuesday,True,-24
2026-04-08,2026,April,4,15,Wednesday,True,-24
2026-04-09,2026,April,4,15,Thursday,True,-24
2026-04-10,2026,April,4,15,Friday,True,-24
2026-04-11,2026,April,4,15,Saturday,False,-24
2026-04-12,2026,April,4,15,Sunday,False,-24
2026-04-13,2026,April,4,16,Monday,True,-23
2026-04-14,2026,April,4,16,Tuesday,True,-23
2026-04-15,2026,April,4,16,Wednesday,True,-23
2026-04-16,2026,April,4,16,Thursday,True,-23
2026-04-17,2026,April,4,16,Friday,True,-23
2026-04-18,2026,April,4,16,Saturday,False,-23
2026-04-19,2026,April,4,16,Sunday,False,-23
2026-04-20,2026,April,4,17,Monday,True,-22
2026-04-21,2026,April,4,17,Tuesday,True,-22
2026-04-22,2026,April,4,17,Wednesday,True,-22
2026-04-23,2026,April,4,17,Thursday,True,-22
2026-04-24,2026,April,4,17,Friday,True,-22
2026-04-25,2026,April,4,17,Saturday,False,-22
2026-04-26,2026,April,4,17,Sunday,False,-22
2026-04-27,2026,April,4,18,Monday,True,-21
2026-04-28,2026,April,4,18,Tuesday,True,-21
2026-04-29,2026,April,4,18,Wednesday,True,-21
2026-04-30,2026,April,4,18,Thursday,True,-21
2026-05-01,2026,May,5,18,Friday,True,-21
2026-05-02,2026,May,5,18,Saturday,False,-21
2026-05-03,2026,May,5,18,Sunday,False,-21
2026-05-04,2026,May,5,19,Monday,True,-20
2026-05-05,2026,May,5,19,Tuesday,True,-20
2026-05-06,2026,May,5,19,Wednesday,True,-20
2026-05-07,2026,May,5,19,Thursday,True,-20
2026-05-08,2026,May,5,19,Friday,True,-20
2026-05-09,2026,May,5,19,Saturday,False,-20
2026-05-10,2026,May,5,19,Sunday,False,-20
2026-05-11,2026,May,5,20,Monday,True,-19
2026-05-12,2026,May,5,20,Tuesday,True,-19
2026-05-13,2026,May,5,20,Wednesday,True,-19
2026-05-14,2026,May,5,20,Thursday,True,-19
2026-05-15,2026,May,5,20,Friday,True,-19
2026-05-16,2026,May,5,20,Saturday,False,-19
2026-05-17,2026,May,5,20,Sunday,False,-19
2026-05-18,2026,May,5,21,Monday,True,-18
2026-05-19,2026,May,5,21,Tuesday,True,-18
2026-05-20,2026,May,5,21,Wednesday,True,-18
2026-05-21,2026,May,5,21,Thursday,True,-18
2026-05-22,2026,May,5,21,Friday,True,-18
2026-05-23,2026,May,5,21,Saturday,False,-18
2026-05-24,2026,May,5,21,Sunday,False,-18
2026-05-25,2026,May,5,22,Monday,True,-17
2026-05-26,2026,May,5,22,Tuesday,True,-17
2026-05-27,2026,May,5,22,Wednesday,True,-17
2026-05-28,2026,May,5,22,Thursday,True,-17
2026-05-29,2026,May,5,22,Friday,True,-17
2026-05-30,2026,May,5,22,Saturday,False,-17
2026-05-31,2026,May,5,22,Sunday,False,-17
2026-06-01,2026,June,6,23,Monday,True,-16
2026-06-02,2026,June,6,23,Tuesday,True,-16
2026-06-03,2026,June,6,23,Wednesday,True,-16
2026-06-04,2026,June,6,23,Thursday,True,-16
2026-06-05,2026,June,6,23,Friday,True,-16
2026-06-06,2026,June,6,23,Saturday,False,-16
2026-06-07,2026,June,6,23,Sunday,False,-16
2026-06-08,2026,June,6,24,Monday,True,-15
2026-06-09,2026,June,6,24,Tuesday,True,-15
2026-06-10,2026,June,6,24,Wednesday,True,-15
2026-06-11,2026,June,6,24,Thursday,True,-15
2026-06-12,2026,June,6,24,Friday,True,-15
2026-06-13,2026,June,6,24,Saturday,False,-15
2026-06-14,2026,June,6,24,Sunday,False,-15
2026-06-15,2026,June,6,25,Monday,True,-14
2026-06-16,2026,June,6,25,Tuesday,True,-14
2026-06-17,2026,June,6,25,Wednesday,True,-14
2026-06-18,2026,June,6,25,Thursday,True,-14
